Yakınımdaki birine bir şey olması. (hastalık vb. ),Korku
Şehit haberlerini aldığım zaman.,Sinirli
Şehitler ve mülteciler (Suriye),Üzüntü
Fare,İğrenç
Molde'nin Fenerbahçe'yi yenmesi.,Süpriz
Yerden 50 TL bulmuştum.,Mutlu
Evin kapısı kendi kendine açılmıştı.,Korku
En önemli oyun maçında internetin gitmesi.,Sinirli
Abimin koltuk altı kıllarını ilk gördüğümde  hastalandığını ve öleceğini  sanıp ağlamıştım.,Üzüntü
Hamam böceğinin üstüne oturduğumu fark ettiğim zaman. Aralarında en kötüsüydü.,İğrenç
Şu anda 10. sınıfta olmam. Daha 6. sınıfın ilk gününü hatırlıyorum.,Süpriz
Maç izlemek. Sınavdan iyi almak.,Mutlu
Sınavdan kötü aldığımda korkarım.,Korku
İstemediğim bir durum olduğunda.,Sinirli
Sınavdan kötü aldığımda üzülürüm.,Üzüntü
Hiç sevmediğim bir şey yemek.,İğrenç
Sınavda çok yüksek not beklediğim zaman düşük not almak.,Süpriz
"Benim tek mutlu olduğum an fanı olduğum Norm Ender'in tekrar piyasalara dönüp, rap çalışmalarına başladığı zamandır.",Mutlu
Yengemlere giderken önüme birden atlayan siyah bir yılanı asla unutmam. Her gece rüyama girip beni sokuyordu.O gün bu gündür yılan denilen lanet hayvandan korkarım.,Korku
Ben rap müzik hastasıyım. Beni anlatan tek müzik türü.Bazı akrabalarım Hip-Hop kültürünü serseri başıboş insanlardan oluştuğunu ve benim bir meslek sahibi olamayacağım iddiasında bulunuyor.Oysa ki rap  gerçekleri savunan tek müzik.,Sinirli
Şu ana kadar birçok olaya üzülmüşümdür.Fakat sürekli olarak üzüldüğüm bir durum var.Annem 8 yaşındayken 2 kız kardeşiyle birlikte yalnız kaldığı zamanı düşününce hep hüzünlenirim. Okulun bırakıp annemde çalışmaya başlamış.Gerçekten en üzüldüğüm durum.,Üzüntü
Yılanlardan çok tiksinirim.Bir de denizde yüzerken ayağıma yosun değmesi.,İğrenç
Küçükken hiç oyuncağım olmamıştı.Hep bir oyuncak ayı sevdam vardı.Annem geçen sene doğum günümde kocaman bir ayı almıştı.Çok şaşırmıştım.Çünkü ailem doğum günümde bir hediye almazdı.,Süpriz
Sınavdan 100 almak.Sevdiğim bir şehrin sokaklarında gezmek.,Mutlu
Köpek kovalaması.,Korku
Bana yalan söylenmesi.,Sinirli
"Sevdiğim birinden onu bir daha göremeyeceğimi bilerek ayrılmak, uzak kalmak.",Üzüntü
Ekşi bir şey yemek beni tiksindirir.,İğrenç
Yüksek beklediğim sınavdan düşük almam.,Süpriz
üstün zeka sınavını kazandığımda çok mutlu hissetmiştim.,Mutlu
birinci sınıfta uzaylılarla ilgili bir belgesel izlemiştim. Uzaylılardan korkuyorum.,Korku
ilkokul öğretmenim iki cevaplı bir soruya benimki de doğru olduğu halde yanlış dedi.,Sinirli
ördeğim kesilmişti. çok üzülmüştüm.,Üzüntü
uzak doğuluların böcek yemesi,İğrenç
okul üçüncüsü olmayı beklerken ikinci olunca şaştım kaldım.,Süpriz
bu okulu kazandığım için mutluyum.,Mutlu
köpek beni kovalamıştı.,Korku
kardeşim ben televizyon izlerken televizyonu kapatması beni delirtir.,Sinirli
annemin civcivini öldürdüğümde çok üzülmüştüm.,Üzüntü
uzak doğudaki insanların böcek yemesi,İğrenç
izlediğim bir filmin sonu beni çok şaşırttı.,Süpriz
"Yemek yerken , bana hediye alınınca ve sevdiğim müziği  dinlerken.",Mutlu
Tek başıma köpek topluluğu ile karşılaşınca korkuyorum. Aniden önüme çıkınca korkuyorum. Doğal afetler ve vahşi hayvanlardan da korkuyorum.,Korku
Haksızlıklara çok öfkeleniyorum. Örneğin; bir erkeğin bir kadına el kaldırması. Empati kuramayan insanlara çok öfkeleniyorum.,Sinirli
"Üzüldüğüm şey eğer ben karşımdakine çok değer veriyor ve kırılmasın diye  cümlelerimi, sözlerimi seçerek konuşup da karşımdaki bana aynı şekilde yaklaşmıyor ise çok üzülür ve kırılırım.",Üzüntü
Ekmeğin içi ıslanınca tiksiniyorum. Biri kirli olunca tiksiniyorum.,İğrenç
Hiç görmediğim bir yer gidince güzelliği ya da çirkinliği karşısında şaşırıyorum.,Süpriz
yeni bir okulda kendime uygun bir arkadaş bulduğumda onunla sohbet etmek beni sevindirir.,Mutlu
tek başıma uzak bir yere gittiğimde telefonumu almadığımı fark ettim ve geri dönüş yolunu kendim bulmak zorunda kaldım.,Korku
pek sevmediğim biri beni yalancılıkla suçladığında öfkeden kendimi kaybettiğimi hatırlıyorum.,Sinirli
en iyi arkadaşım Ankara'ya taşındı.,Üzüntü
duvarda kocaman zehirli örümcek gördüğümde tiksindim.,İğrenç
bir arkadaşımın renk körü olduğunu öğrendiğimde şaşırmıştım.,Süpriz
sınavlarımda başarılı olmak ve iyi notlar almak beni mutlu etti.,Mutlu
sınava gireceğim zaman kötü not almaktan korkmuştum.,Korku
eşyalarımın benden izinsiz alınması ve kullanılması beni öfkelendirdi.,Sinirli
sınavda ilk tercihim olan liseye yerleşemediğim için üzülmüştüm.,Üzüntü
bir restoranda yemeğimin içinden kıl çıkınca tiksinmiştim.,İğrenç
doğum günümde bana sürpriz yapılması beni şaşırtmıştı.,Süpriz
"İstediğim bir şeyi başardığımda mutlu oluyorum. ""EXO'da cameback"" yaptığımda, daha çok rap yaptığımda,  ""EXO'da"" başarı kazandığımda.",Mutlu
"Böcek, arı, peri ile ilgili şeylerden korkuyorum. Evimize kocaman bir böcek girdiğinde çok korkmuştum. Yüksekten de korkuyorum.",Korku
Kardeşimle kavga ederken veya kendimi ifade edemediğimde ağlıyor ve öfkeleniyorum.,Sinirli
Babaannemin vefatında çok üzülmüştüm.,Üzüntü
Vücudumda güneş yanıklarından meydana gelen su tomurcuklarından çok tiksinmiştim.,İğrenç
"Sevdiğim müzik grubu Türkiye'ye gelebileceklerini söylediklerinde şaşırıp, telaşlanmıştım.",Süpriz
başka bir insanı mutlu edince mutlu olurum.,Mutlu
milli değerlere hakaret edildiğinde sinirlenirim.,Sinirli
mutluluğu hak eden biri üzülünce üzülürüm.,Üzüntü
yılışık bir insandan tiksinirim.,İğrenç
beklemediğim olay gerçekleşirse şaşırırım.,Süpriz
fen lisesini kazandığımda içim pır pır etti.,Mutlu
arabayla kaza yapacağımızı sandığım an.,Korku
arkadaşımın şakayı fazla uzatması beni sinirlendirir.,Sinirli
teog sınavında rasyonel sayısını irrasyonel olarak okuduğumu ve bu yüzden yanlış yaptığımı öğrendiğim an üzüntüden yıkıldım.,Üzüntü
misafirliğe gidince yemekte kıl çıkması,İğrenç
otobüsdeki çocuğun iki kişilik yere oturup başkalarının oturmasına izin vermemesine şaştım kaldım.,Süpriz
Galatasaray Schalke maçında çok mutlu olmuştum. Hatta sevinçten duvarı yumrukladım. Hamit'in golü harikaydı.,Mutlu
Eve hırsız girmişti. Eve geldiğimde her yer dağınıktı. Biraz korkmuştum.,Korku
Real Madrid'in  bize 6 gol attığı maçta çok öfkelenmiştim. Resmen kendi evime gömdüler.,Sinirli
Yaz tatilinde genellikle sabah yarım saat bilgisayar veya telefon oynardım. Telefon birdenbire kapandı ve açılmadı. Çıldırdım hatta çok üzüldüm. Çünkü baktım ki ona çok bağlanmışım. Ama 1-2 saat sonra alıştım. Hiç de zor değilmiş dedim.,Üzüntü
Çinlilerin böcek yediğini duyduğumda çok tiksindim.,İğrenç
Bor madeninin 1 kilosunun 200 tl olduğunu duyduğumda ve bor ile gidebilecek bir aracın tam 19.000 km yol alabileceğini öğrendiğimde çok şaşırmıştım.,Süpriz
Sevdiğim insanlarla birlikteyken mutlu oluyorum.,Mutlu
Telefonum düştüğü an.,Korku
Söylenilen yalanları fark edince öfkeleniyorum.,Sinirli
Annem ile tartışınca üzülüyorum.,Üzüntü
Böcek görünce tiksiniyorum.,İğrenç
Doğum günü sürprizi beni şaşırtır.,Süpriz
Okul sınavlarında başarılı olmak.,Mutlu
Telefonum çamaşır makinesinde yıkanınca bir daha telefonum olmayacak sandığım an.,Korku
Şehit haberlerini almak. Mülteciler ( Suriyeliler ),Sinirli
Lise yerleştirme sınavında kaydıma yaptığımı anladığım an.,Üzüntü
Otobüste ter kokan biri.,İğrenç
Tuttuğum takımın küçük bir takıma yenilmesi. (Fenerbahçe),Süpriz
babamın bana papağan aldığı zaman çok mutlu olmuştum.,Mutlu
fuarda binmiş olduğum hız treni beni çok yükseğe çıkarmıştı. Bu yüzden çok korkmuştum.,Korku
öğretmenimin beni dinlemeden bütün sınıfın önünde bana bağırmasından ötürü çok öfkelenmiştim. Ama sonra ben haklı çıktım.,Sinirli
anneannemin vefat etmesi beni çok üzüyor.,Üzüntü
korku filminde izlediğim bir sahneden çok tiksinmiştim.,İğrenç
tam yapmayı beklediğim bir sınavda iki yüz almıştım. O an bayılabilirdim. Şoke olmuştum. Ama puanlar yanlış sayılmış. Her zamanki gibi hak ettiğim puanı aldım.,Süpriz
Pazar günleri maç izlemek,Mutlu
Sasalı hayvanat bahçesine  gittiğim zaman yılanları gördüğümde çok korkmuştum.,Korku
İngilizce okuduğum kitabı anlayamadığım zaman.,Sinirli
Sınavlardan çok düşük not aldığımda.,Üzüntü
"Çöp kutularının yanından geçerken, içinden gelen kötü kokudan.",İğrenç
Okula başladığım zaman okulun  8 saat ve öğle arası olduğunu öğrendiğimde çok şaşırmıştım.,Süpriz
başkalarıyla iyi anlaştığımda.,Mutlu
böcek gördüğüm zaman çok tırsarım,Korku
eski sevgilim başkalarıyla çıktığı zaman öfkelenirim.,Sinirli
sevdiğimden ayrıldığım zaman,Üzüntü
böcek gördüğüm zaman,İğrenç
fen lisesini kazandığımda,Süpriz
sevdiğim insanlarla mutluyum.,Mutlu
Teog sınavında istediğim yer gelmeyecek diye korkuyordum ve gelmedi.,Korku
ders çalışırken rahatsız edilmek,Sinirli
erkek arkadaşımla aramıza mesafeler girmek zorunda kaldı ve devamı gelmedi.,Üzüntü
karşı cinse fazla ilgili olanları görmek benim midemi bulandırır.,İğrenç
alışamam diye düşünmüştüm ama İzmir'e çabuk alıştım.,Süpriz
"Ben her zaman mutluyumdur ama ilkokul öğretmenim tarafından o zamanlar ""bu kız doktor olacak eminim "" demesi beni çok mutlu etmişti",Mutlu
Yurt dışında iken geçirdiğim bir kaza sonucunda başıma bir beton parçası düşmüştü. İşte o zaman hastaneye götürülürken çok korkmuştum.,Korku
Sokakta giderken bir yaralı köpek görmüştüm fakat mahalle sakinlerinin umursamaz tavırla etrafta dolaşması beni öfkelendirmişti. Ayrıca oraya bir hayvan ambulansı çağırmıştım.,Sinirli
Dedemin yurt dışında olduğu zamanlarda yaşın verdiği zorlukla küçük bir inme geçirdiğini duyduğumda çok üzülmüştüm.,Üzüntü
"Yemeğin içinden kıl, tüy vb. şeyler çıktığında.",İğrenç
Annem ve babamın yıl dönümlerinde babam; annemin iş yerine hiç beklenmedik bir anda çiçek sepeti göndermişti ve ben bunu duyunca çok şaşırmıştım.,Süpriz
şu an okuduğum fen lisesini kazanınca mutlu oldum.,Mutlu
küçük kardeşim kafasını masaya vurunca korkmuştum.,Korku
haksızlığa uğradığım zaman öfkelenirim.,Sinirli
annemi havaalanından geçirirken çok üzülmüştüm.,Üzüntü
bir başkasının kustuğunu görünce tiksinirim.,İğrenç
bir olayın farklı şekilde olduğunu duyunca şaşırdım.,Süpriz
Annem doğum günümde en sevdiğim bebeği aldığı zaman mutlu olmuştum.,Mutlu
Çok uykum olduğu bir zaman tam yüzümü yıkayacağım sırada lavaboda kocaman bir böcek gördüm ve o günden beri lavaboya giderken tedirgin oluyorum.,Korku
Babaannem annem hakkında ona sadece kötülük olsun diye annemin yaptığı iyi şeyleri kötü olarak yorumlayıp insanlara anlattığı zaman onu yakaladım ve çok öfkelendim.,Sinirli
"8 yaşımdayken doğum günümde gündüz teyzem,annem ve ben sinemaya gidip yemek yiyerek eğlenmiştik. Akşam olunca annemle eve geldik ve babamın gelmesini bekledik. Babam geldiğinde çok mutlu oldum ama o doğum günümü teyzemle kutladığım için bana kızgındı ve doğum günümü kutlamadan uyudu. Bana hediye almadı ve pastamı annemle kesip yedim. Bu beni çok üzmüştü.",Üzüntü
Bir kafede yemek yerken dışarıdan geçen bir adam yanımda kustu ve ben o yemeği yiyemeden kalktım ve o yemeği her gördüğümde aklıma o olay geldi.,İğrenç
Ormanda çiçek toplarken çok yakından kaplumbağa gördüğüm zaman.,Süpriz
Yaz tatiline girince mutlu oluyorum.,Mutlu
Aileme  ve sevdiğim insanlara bir şey olmasından korkuyorum.,Korku
Beşiktaş maç kaybedince öfkeleniyorum.,Sinirli
Liseye geçince notlarımın birden bire dibe vurması.,Üzüntü
Televizyonda ya da herhangi bir yerde tarantulanın resmini görünce şekilden şekil'e giriyorum.Tek tiksindiğim şey o  olabilir.,İğrenç
Sınıfta hapşırdığım zaman hiç kimsenin çok yaşa veya sağlıklı yaşa diye bir şey söylememesi ve ayrıca ben hapşıran birine çok yaşa dediğimde cevap vermemesi beni çok şaşırtıyor.,Süpriz
İstediğim okulu kazanmam beni mutlu etti.,Mutlu
Bir kere otobanda giderken arabamız bozulmuştu. Yolda kaldık. Eve nasıl gideceğiz diye çok korkmuştum. Sonra geçen bir araba bizi de götürmüştü.,Korku
Ders çalışırken bölündüğünde çok öfkelenirim.,Sinirli
Telefonumun kırılması.,Üzüntü
Kurban kesildikten sonraki koku ve görüntü beni çok tiksindirir.,İğrenç
Beklediğim okulu kazandığımda sevindim ve çok şaşırdım.,Süpriz
Nakil işlemim gerçekleşince mutlu oldum.,Mutlu
Arabayla giderken kırmızı ışıkta önümüzdeki arabanın aniden alev alması.,Korku
Bazı sınıf arkadaşımın dersi çok saçma bir konu yüzünden bölmesi.,Sinirli
Telefonumun bozulması.,Üzüntü
Yediğim yemeğin içinden kıl çıkması.,İğrenç
İlk yerleştirmelerde hiç beklemediğim bir okula yerleşmem.,Süpriz
Şu an bu anketi yaparken mutlu oldum. Çünkü ders kaynadı. :),Mutlu
Alkol alıp sarhoş olduğum zaman  eve döndüğümde alkol aldığımı anlamalarından korktum.,Korku
İnsanlar bana yalan söylerse ve bunu fark edersem çok öfkelenirim.,Sinirli
Ebeveynlerimin benim fikirlerimi önemsemediğini anladığımda (ki çoğu zaman ) bu beni üzüyor.,Üzüntü
"Arkadaşım yanımda yere tükürünce, yaptığı hareketten de kendisinden de tiksindim.",İğrenç
Sevdiğim çocuğun hep buluştuğumuz durakta (eskiden) beni beklemesi ve beni özlediğini dile getirmesi.,Süpriz
"Kavgalı olduğum, hiçbir şekilde görüşmediğim ve çok özlediğim eski sevgilimin bir gün mesaj atması beni mutlu eder fakat en yakın arkadaşım genelde bunu onaylamaz ve bu da beni birazcık üzer.",Mutlu
Geceleri uyurken aklıma korkunç şeylerin gelmesi odama yansıyan ay ışığının yaptığı gölgeler sonucunda oluşan şekiller. Mesela Esra adındaki en yakın arkadaşımın bana söylediği korkunç şeyler.,Korku
"Ablamla kavga ettiğimde bana çok fazla bağırması , kötü söz söylemesi ve haksızlığa uğramam . Esra adındaki en yakın arkadaşımın bana söylediği kırıcı sözler de beni çok öfkelendirir.",Sinirli
Ailemdeki bir bireyin başına bir şey gelmesi veya tanıdığım insanın üzüldüğü veya kendisini mutsuz hissetmesini sağlayan bir olay yaşaması. Mesela en yakın arkadaşım  Esra'nın üzülmesi beni çok üzer.,Üzüntü
Yediğim yemeğin uzun tırnaklı ve elleri pis birinin yaptığını öğrendiğimde. Mesela en yakın arkadaşım Esra'nın tırnakları çok uzun asla onun elinden yemem.,İğrenç
En yakın arkadaşım Esra'nın özlediği kişiye saçma bir mesaj atması beni şaşırtmıştı. Mesajda herkesin içinde onu sevdiğini özlediğini söyleyeceğini yazmıştı.,Süpriz
Şarkı söylerken mutlu olurum.,Mutlu
12 yaşımdayken yeni doğmuş kardeşimi kafa üstü düşürdüğümde çok korkmuştum.,Korku
Babam anneme her küfür ettiğinde öfkelenirim.,Sinirli
Annem kardeşimle beni bırakarak evi terk ettiğinde geçici olarak çok üzülmüştüm.,Üzüntü
İki saat önce hareket eden danayı ağzıma aldığımda tiksinmiştim.,İğrenç
"""Dr. Who'da"" 12. doktorun kurtardığı küçük çocuğun aslında ""Dalek'lerin"" yaratıcısı ""Davros"" olduğunu öğrendiğimde çok şaşırmıştım.",Süpriz
Bir gün dolmuşta bir siyahi kadın bir de bebeği vardı kucağında. Dolmuştaki herkes tuhaf tuhaf bakıyordu onlara. Sonra çocuğun biberonu yere düştü. Ben kalkıp yerden biberonu alıp çocuğa verdim. O anki çocuğun yüzündeki gülümseme her aklıma geldiğinde mutlu olurum.,Mutlu
Bir keresinde dershaneden çıkarken kısa yoldan gitmek için ara sokakları tercih ettim. Sonra birinin beni takip ettiğini fark ettim. O gün gerçekten çok korkmuştum.,Korku
Küçükken sınıfımızda bir kız vardı. Neleri kaybolsa suçu o kıza atıyorlardı. Bir gün birinin parası kayboldu. Yine suçu o kıza attılar. Kız ağladı. Ben o an çok öfkelendim. Kız sonra parasını tuvalette düşürdüğünü hatırladı.,Sinirli
Küçükken dışarıda bir çocuk küçük bir kedinin ayaklarından tutmuş döndürüyordu. Bunu görünce tüm gün ağlamıştım.,Üzüntü
Haberlerde bir yaşlı adamı cebindeki 10 lira için dövüp parayı aldıklarını izlemiştim. O an insanlığın düştüğü durumdan cidden tiksindim.,İğrenç
Sevdiğim dizi erken final yaptığında çok şaşırmıştım.,Süpriz
Kafam güzel olunca mutluydum.,Mutlu
Telefonum düşmüştü. Kırıldı diye çok korkmuştum.,Korku
Arkadaşlarımdan biri beni ekmişti o zaman öfkelendim.,Sinirli
Lisede naklimi aldığımda üzüldüm.,Üzüntü
Biri kusunca tiksinirim.,İğrenç
"""Lol"" adlı oyunda ""AB Batu"" sunucusunda elmas 5 kümesine yükseldiğimde mutlu olmuştum.",Mutlu
Yolda yürürken serseriler benden para istediler ve kesici aletlerini bana doğrulttular.Gerçekten korkmuştum.,Korku
Arkadaşımın 17 tl olan kalemimi kırmasına öfkelendim.,Sinirli
"""Lol"" adlı oyunda seriden düştüğümde üzüldüm.",Üzüntü
Ben hiçbir şeyden tiksinmem.,İğrenç
100 beklediğim sınavda kitapçık hatası yapıp 12 aldığımı öğrendiğimde şaşırmıştım.,Süpriz
Aylar boyu beklediğim erkek arkadaşımla buluşup sarıldığım zaman.,Mutlu
Geç saatte eve dönerken gölgeleri ve köpekleri gördüğümde.,Korku
Haksızlığa uğradığımda.,Sinirli
En yakın arkadaşım ile en yakın arkadaşımın kavga edip küstüğü zaman.,Üzüntü
Yemekten kıl çıkınca.,İğrenç
Fizikten düşük beklerken yüksek not almama.,Süpriz
"artık ailemin bana telefon alacağından umudu kesmişken, karşıma ellerinde telefonla çıkıvermeleri",Mutlu
sinemada korku filmine gittiğimde donuma yapacaktım neredeyse,Korku
suçsuz olmama rağmen suçlandığımda,Sinirli
annemin iğne kullanmaya başladığını öğrendiğimde kahroldum,Üzüntü
genelde kötü koku aldığım her an tiksinirim,İğrenç
bir sene boyunca önünden geçmeme rağmen okulumun nerede olduğunu tam olarak bilememem!,Süpriz
radyoda sevdiğim müzikler çaldığında içim bir hoş olur,Mutlu
köpek üstüme doğru koştuğunda ödüm kopar,Korku
okulda bir konuyu anlayamadığımda hırsımdan deliye dönerim,Sinirli
yardıma muhtaçları görmek,Üzüntü
yemek yerken ağzıma bilmediğim tatlar geldiğinde huylanırım,İğrenç
marsta su olduğunu öğrendiğimde şaşa kaldım,Süpriz
"internetten kitap okuyorum, her yeni bölüm eklendiğinde mutlu oluyorum",Mutlu
arkadaşlarımla Çin lokantasına gittiğimde ürünlerde domuz veya ürünleri olabilir diye korktum,Korku
"sabah okula dolmuşla gelecektim, dolmuşçu dolu diye beni almadı",Sinirli
arkadaşım başka okula gidince üzüldüm,Üzüntü
"annem keçi yoğurdu yapmıştım, tadı değişik gelince tiksindim",İğrenç
"Koreli biriyle tanıştım. kız 1 ayda Türkçe'yi çözmüş, ilginç",Süpriz
sevdiğim sanatçının Türkiye'ye geldiği haberini alınca,Mutlu
korku filmi izlerken,Korku
pişmiş soğanın ağzıma gelmesi,İğrenç
arkadaşlarımdan birine şaka yapmak hoşuma gider,Mutlu
kapalı yerde hapis kalmak,Korku
arkadaşım aynı şeyi 100 kere söylerse,Sinirli
arkadaşların beni kız için satması,Üzüntü
"birinin ter kokması, yaşlı eli öpmek",İğrenç
sınavdan iyi not alırsam hayret ederim,Süpriz
hoşlandığım kızın fotolarına bakmak,Mutlu
"hoşlandığım kıza ""İnstagram"" da takip isteği yolladığımda kabul etmeme ihtimalini düşündüğümde korktum",Korku
hoşlandığım kızı erkekler kestiğinde çok öfkelendim,Sinirli
hoşlandığım kız beni reddederse üzülürüm,Üzüntü
"hoşlandığım kızın ""whattsapp'daki"" fotoğraflarını görünce kızdan soğudum çünkü fotoğrafları çok ergenceydi",İğrenç
"hoşlandığım kız ""İnstagram"" da fotoğraflarımı beğendiğinde çok şaşırdım",Süpriz
fizik sınavından yüksek aldığım an havalara uçtum,Mutlu
yüksekten düşmek,Korku
arkadaşımın konuşmak istemediğim halde beni zorlayıp kolumu sıkması,Sinirli
en sevdiğim formam yırtıldığında kahroldum,Üzüntü
bok kokusu,İğrenç
aya adam çıktığını öğrendiğimde,Süpriz
hoşlandığım kıza yavşarken acayip hoş oluyorum,Mutlu
ölümü öğrendiğim an ödüm patladı,Korku
arkadaşımın çantamı saklamasından nefret ediyorum,Sinirli
hoşlandığım kız beni reddedince kahroldum,Üzüntü
kokmuş ayaklar,İğrenç
"türbanın serbest olduğu, kopyaya izin verildiği, sigara içenleri kimsenin takmadığı okulda olmak çok ilginç",Süpriz
sevgilimin her seni seviyorum demesi ve arkadaşlarımın bana karşı sevgilerini göstermesi,Mutlu
beş dakika boyunca karanlıkta kalınca ödüm kopmuştu,Korku
sevgilimin bir kızla fotoğraf çekilmesi,Sinirli
bir arkadaşım benden uzaklaşırsa kahrolurum,Üzüntü
tuvalete girerken ayakkabı bağcıklarımın yere değmesi,İğrenç
kilo almış olmama rağmen hocamın bana zayıflamışsın demesi,Süpriz
bir ödeve ya da herhangi bir şeye emek harcayıp da karşılığını aldığım zaman,Mutlu
asansörde kalma korkusu yaşıyorum,Korku
istemediğim bir şeyin bana zorla yaptırılması,Sinirli
emek harcayıp da karşılığını alamadığım zaman üzülürüm,Üzüntü
evde ya da başka yerlerde gördüğüm böcekler,İğrenç
doğum günü sürprizleri,Süpriz
bir matematik sınavında alınan en yüksek notun benimki olduğunu öğrendiğimde mutluluktan gözlerim doldu,Mutlu
çocukken annemin ölmesinden çok korkardım,Korku
özellikle öğretmenim lafımı böldüğünde çok öfkelenirim,Sinirli
toplu taşıma araçlarında bir engelli veya kalıtsal hastalığa yakalanmış birini gördüğümde içim acır,Üzüntü
arkadaşım eline kalem ucu batırmaya çalıştığında ondan iğrendim,İğrenç
yurt dışında yaşayan ablam aniden eve gelince ağzım açık kaldı,Süpriz
bebeğimin anne demesi,Mutlu
gizli bir iş yaparken aileme yakalanmaktan ödüm kopar,Korku
bilgisayarımı alırken kazıklandığımı öğrenince küplere bindim,Sinirli
çiçeğim kuruduğunda canım yandı,Üzüntü
şehirler arası otobüslerde kusan insanlar,İğrenç
"kuşların dişleri varmış, hayret",Süpriz
bilgisayarıma format atıp hızlandığını görünce mutlu oldum,Mutlu
telefon sapıklığı yaparken numaramın gizli olduğunu sanıp yanıldığım an ödüm koptu,Korku
yolsuzluk yapan vekiller olduğunu öğrendiğimde meclisi dağıtasım geldi,Sinirli
aldatıldığımı öğrendiğim an canım yandı,Üzüntü
yanımda sigara içilmesi,İğrenç
balinanın memeli olduğunu öğrenmem,Süpriz
arkadaşıma laf atmaktan inanılmaz haz alıyorum,Mutlu
gizli kapaklı işler yaparken yakalanmak,Korku
arkadaşım bana küçük enişte dediğinde öfkeleniyorum,Sinirli
batak oyununda ihale alıp batırınca üzüldüm,Üzüntü
bir arkadaşımın yemek yediğini görmekten tisiniyorum,İğrenç
kar tanelerinin şekillerine mikroskopla baktığım an güzelliklerine şaşırdım,Süpriz
hiç mutluluğu hissetmedim ama mutluymuş gibi görünmeyi severim,Mutlu
küçükken eve giren hırsızı görünce ödüm patlamıştı,Korku
bana yapılan herhangi bir saygısızlık sinirlerimi bozar,Sinirli
hastanede gözlerimin önünde ölen adamı hatırlamak bile beni kötü yapıyor,Üzüntü
oral yollu gaz çıkışından tiksinirim,İğrenç
hiçbir hocamın normal olmadığını algıladığımda çok şaşırdım,Süpriz
kabızlıktan kurtulduğumda acayip rahatlamıştım,Mutlu
karanlıktan ürkerim,Korku
hakkımı yedikleri zaman sinir harbi yaşarım,Sinirli
katliamda ölenleri görünce kahroldum,Üzüntü
sümükten tiksinirim,İğrenç
arkadaşımın başka bir şehre taşınacağını duyunca şok oldum,Süpriz
tüm ailem ve tanıdıklarımla bir arada olup eğlendiğim zaman çok mutlu olurum.,Mutlu
hep yanımda olan bir insan hastalandığında çok korkmuştum.,Korku
yapabileceğim bir şey olduğu halde yapamayacağım söylendiğinde çok öfkelenmiştim.,Sinirli
benim düşüncelerim dikkate alınmadığında çok üzüldüm.,Üzüntü
herkesle laubali olan ve patavatsız insanların bulunduğu ortamlardan tiksinirim.,İğrenç
İstediğim liseyi kazandığımda mutlu olmuştum.,Mutlu
Okula giderken kaybolduğum gün korkmuştum.,Korku
Sevdiğim dizide favori karakter öldüğünde öfkelenmiştir.,Sinirli
Dedem öldüğünde üzülmüştüm.,Üzüntü
Fare ölüsü görmüştüm.,İğrenç
İlkokul öğretmenim okuldan ayrılınca çok şaşırmıştım.,Süpriz
Arkadaşlarımla birlikteyken bizi köpek kovalamıştı. O zaman çok korktum.,Korku
Geçen hafta tuttuğum takım öndeyken 90+6 da gol yedi. 3 puanı kaybettik.Çok sinirlendim.,Sinirli
Haberlerde bir adamın köpeğe işkence ettiğini gördüğümde çok üzüldüm.,Üzüntü
Belgesel izlerken belgesel çeken adamın kurbağayı canlı canlı kafasını yedikten sonra bağırsaklarını çıkartıp yediğini gördüğümde tiksindim.,İğrenç
"8. sınıfta tam notlarım yüksekken, müzik öğretmenimin düşük vermesine şaşırdım.",Süpriz
Fatma Saygın lisesini kazandığım zaman.,Mutlu
Yüksekten korkarım.,Korku
Bir şeyi yapamadığım zaman öfkelenirim.,Sinirli
Bir şekilde insanları üzdüğüm zaman.,Üzüntü
Kendimi özgür hissettiğim anlar. Karşı taraf ile güzel iletişim halinde olmak ve insanların birbirlerine değer verdiğini görmek.,Mutlu
Karanlık ve önüme aniden çıkan herhangi bir şey.,Korku
Haksızlık yapılması.,Sinirli
Savaşların yaşanması.,Üzüntü
İnsanların yapmacık davranması ve görgü kurallarına uymaması.,İğrenç
sürpriz yapılması.,Süpriz
Sınavdan sonra 100 alınca.,Mutlu
Evde tek başıma olduğumda.,Korku
Arkadaşlarım izinsiz eşyalarımı karıştırdığında.,Sinirli
Arkadaşımın başına bir hastalık gelirse üzülürüm.,Üzüntü
Tebeşir sesi.,İğrenç
Düşük beklediğim sınavdan yüksek alınca.,Süpriz
Sevdiğim arkadaşlarım yanımda olduğu sürece mutluyum. Küçük şeylerle mutlu olan birisiyim.,Mutlu
Korkak biri değilim.,Korku
Arkadaşlarım beni takmadığı zaman ya da umursamadığı zaman.,Sinirli
Verdiğim değer kadar değer görmemek.,Üzüntü
6 yaşındaki arkadaşımla 7 yıl sonra tekrardan aynı apartmanda oturduğumuzu öğrendiğimde.,Süpriz
İlk defa ablamla sinemaya gitmek çok mutlu etmişti.,Mutlu
Korku filmlerinden.,Korku
Arkamdan saçma sapan konuşulması.,Sinirli
Annemle veya aileden biri ile tartıştığımda.,Üzüntü
Hayvanları ellemek.,İğrenç
